x, Bphi, vr, vz, rho, Omega, Psi, T, P, Bphi', vr', vz', rho', Omega', Psi', T', P'
        5.499099999999927E+000,       -3.031875437124533E-001,       -4.143964513990714E+000,        4.166844818693713E+001,        2.112529387632248E-006,        2.469870905217325E+000,        4.560008690480223E-001,        2.841702647211762E+000,        6.003183146649508E-006,       -1.649466508830167E-002,       -1.658925344334211E+000,        2.016412383926416E+001,       -7.718450641059787E-007,        4.906334381795983E-001,       -7.507222616466883E-002,        6.237117948955232E-001,       -8.757446657776423E-007
        5.509099999999926E+000,       -3.033525622389811E-001,       -4.160573032663746E+000,        4.187042613071591E+001,        2.104831848145919E-006,        2.474781676146126E+000,        4.552506332917736E-001,        2.847947708681771E+000,        5.994453831866055E-006,       -1.650904184767867E-002,       -1.662779668850076E+000,        2.023149486544289E+001,       -7.676683153352410E-007,        4.915207856083976E-001,       -7.497493646043703E-002,        6.253011973351885E-001,       -8.701253448517143E-007
        5.519099999999926E+000,       -3.035177245867235E-001,       -4.177220134913222E+000,        4.207307872452227E+001,        2.097175911552217E-006,        2.479701321909855E+000,        4.545013701056861E-001,        2.854208686093423E+000,        5.985780495042274E-006,       -1.652342932636145E-002,       -1.666642058850249E+000,        2.029905386846085E+001,       -7.635244264564961E-007,        4.924084029256958E-001,       -7.487771212044982E-002,        6.268949840737854E-001,       -8.645489903641765E-007
        5.529099999999926E+000,       -3.036830308628052E-001,       -4.193905901427145E+000,        4.227640785017478E+001,        2.089561250979157E-006,        2.484629845140553E+000,        4.537530788361133E-001,        2.860485623346771E+000,        5.977162708790452E-006,       -1.653782751222561E-002,       -1.670512522145081E+000,        2.036680128647289E+001,       -7.594130540150329E-007,        4.932962767870064E-001,       -7.478055315523305E-002,        6.284931671872354E-001,       -8.590151545322548E-007
        5.539099999999926E+000,       -3.038484811742225E-001,       -4.210630412966099E+000,        4.248041539376557E+001,        2.081987542970963E-006,        2.489567248336157E+000,        4.530057588293412E-001,        2.866778564460346E+000,        5.968600050193371E-006,       -1.655223639288261E-002,       -1.674391066307669E+000,        2.043473755645533E+001,       -7.553338589846219E-007,        4.941843937340525E-001,       -7.468345957457292E-002,        6.300957587717642E-001,       -8.535233953065777E-007
        5.549099999999926E+000,       -3.040140756278717E-001,       -4.227393750384952E+000,        4.268510324621543E+001,        2.074454467421611E-006,        2.494513533859942E+000,        4.522594094314087E-001,        2.873087553584584E+000,        5.960092100622255E-006,       -1.656665595539959E-002,       -1.678277698640501E+000,        2.050286311410110E+001,       -7.512865066822012E-007,        4.950727401761693E-001,       -7.458643138622659E-002,        6.317027709420692E-001,       -8.480732762612877E-007
        5.559099999999925E+000,       -3.041798143305001E-001,       -4.244195994596614E+000,        4.289047330247180E+001,        2.066961707563295E-006,        2.499468703938321E+000,        4.515140299883898E-001,        2.879412634983598E+000,        5.951638445856584E-006,       -1.658108618668432E-002,       -1.682172426226153E+000,        2.057117839401160E+001,       -7.472706667323098E-007,        4.959613024100490E-001,       -7.448946859772862E-002,        6.333142158333992E-001,       -8.426643665585180E-007
        5.569099999999925E+000,       -3.043456973887212E-001,       -4.261037226582222E+000,        4.309652746178944E+001,        2.059508949911872E-006,        2.504432760660071E+000,        4.507696198462980E-001,        2.885753853042183E+000,        5.943238675962876E-006,       -1.659552707333892E-002,       -1.686075255899887E+000,        2.063968382953204E+001,       -7.432860129871199E-007,        4.968500666130114E-001,       -7.439257121572219E-002,        6.349301056006225E-001,       -8.372962408369714E-007
        5.579099999999925E+000,       -3.045117249090418E-001,       -4.277917527412853E+000,        4.330326762829079E+001,        2.052095884203205E-006,        2.509405705975603E+000,        4.500261783509065E-001,        2.892111252279441E+000,        5.934892385119204E-006,       -1.660997860137776E-002,       -1.689986194208087E+000,        2.070837985254200E+001,       -7.393322234390795E-007,        4.977390188280473E-001,       -7.429573924467417E-002,        6.365504524161405E-001,       -8.319684790900894E-007
        5.589099999999925E+000,       -3.046778969977778E-001,       -4.294836978185021E+000,        4.351069570949151E+001,        2.044722203407475E-006,        2.514387541694348E+000,        4.492837048482529E-001,        2.898484877314754E+000,        5.926599171871587E-006,       -1.662444075693805E-002,       -1.693905247518058E+000,        2.077726689401929E+001,       -7.354089802236777E-007,        4.986281449941447E-001,       -7.419897269016255E-002,        6.381752684745242E-001,       -8.266806667044091E-007
        5.599099999999924E+000,       -3.048442137611462E-001,       -4.311795660090002E+000,        4.371881361797787E+001,        2.037387603624338E-006,        2.519378269485164E+000,        4.485421986840698E-001,        2.904874772907531E+000,        5.918358638724212E-006,       -1.663891352545383E-002,       -1.697832421880151E+000,        2.084634538325935E+001,       -7.315159694776088E-007,        4.995174309116827E-001,       -7.410227155508665E-002,        6.398045659867754E-001,       -8.214323942307952E-007
        5.609099999999924E+000,       -3.050106753052271E-001,       -4.328793654386875E+000,        4.392762327082734E+001,        2.030091784065135E-006,        2.524377890874330E+000,        4.478016592039992E-001,        2.911280983944189E+000,        5.910170392210264E-006,       -1.665339689192982E-002,       -1.701767723086424E+000,        2.091561574826526E+001,       -7.276528813137084E-007,        5.004068622469992E-001,       -7.400563584094794E-002,        6.414383571818453E-001,       -8.162232573816953E-007
        5.619099999999924E+000,       -3.051772817359018E-001,       -4.345831042353917E+000,        4.413712658850021E+001,        2.022834447052868E-006,        2.529386407243603E+000,        4.470620857539653E-001,        2.917703555412659E+000,        5.902034043062269E-006,       -1.666789084146807E-002,       -1.705711156727901E+000,        2.098507841591207E+001,       -7.238194097961165E-007,        5.012964245632640E-001,       -7.390906555027585E-002,        6.430766543104877E-001,       -8.110528570040580E-007
        5.629099999999924E+000,       -3.053440331589169E-001,       -4.362907905336396E+000,        4.434732549601265E+001,        2.015615297939566E-006,        2.534403819829985E+000,        4.463234776797744E-001,        2.924142532430373E+000,        5.893949205917704E-006,       -1.668239535869119E-002,       -1.709662728108109E+000,        2.105473381150009E+001,       -7.200152528320147E-007,        5.021861032920689E-001,       -7.381256068399232E-002,        6.447194696409416E-001,       -8.059207989169368E-007
        5.639099999999924E+000,       -3.055109296798784E-001,       -4.380024324743192E+000,        4.455822192290955E+001,        2.008434045069110E-006,        2.539430129724252E+000,        4.455858343271363E-001,        2.930597960244150E+000,        5.885915499274868E-006,       -1.669691042774746E-002,       -1.713622442259597E+000,        2.112458235891872E+001,       -7.162401121240291E-007,        5.030758837268111E-001,       -7.371612124145298E-002,        6.463668154586504E-001,       -8.008266938656649E-007
        5.649099999999923E+000,       -3.056779714042213E-001,       -4.397180382024013E+000,        4.476981780277254E+001,        2.001290399756486E-006,        2.544465337869406E+000,        4.448491550418351E-001,        2.937069884219198E+000,        5.877932545538947E-006,       -1.671143603253730E-002,       -1.717590303957492E+000,        2.119462448061297E+001,       -7.124936931252652E-007,        5.039657510376159E-001,       -7.361974722149865E-002,        6.480187040678899E-001,       -7.957701574606236E-007
        5.659099999999923E+000,       -3.058451584372331E-001,       -4.414376158686769E+000,        4.498211507368335E+001,        1.994184076234009E-006,        2.549509445059566E+000,        4.441134391695797E-001,        2.943558349850505E+000,        5.869999970880680E-006,       -1.672597215648086E-002,       -1.721566317688515E+000,        2.126486059741862E+001,       -7.087757049650456E-007,        5.048556902588131E-001,       -7.352343862141325E-002,        6.496751477896687E-001,       -7.907508100739041E-007
        5.669099999999923E+000,       -3.060124908840092E-001,       -4.431611736263058E+000,        4.519511567744810E+001,        1.987114791640687E-006,        2.554562451938419E+000,        4.433786860562656E-001,        2.950063402745160E+000,        5.862117405334865E-006,       -1.674051878288073E-002,       -1.725550487710223E+000,        2.133529112888988E+001,       -7.050858604281234E-007,        5.057456863028166E-001,       -7.342719543857912E-002,        6.513361589646612E-001,       -7.857682768329798E-007
        5.679099999999923E+000,       -3.061799688494770E-001,       -4.448887196326582E+000,        4.540882156008171E+001,        1.980082265968747E-006,        2.559624358998190E+000,        4.426448950478113E-001,        2.956585088634236E+000,        5.854284482656137E-006,       -1.675507589467889E-002,       -1.729542817992243E+000,        2.140591649288190E+001,       -7.014238758717220E-007,        5.066357239538100E-001,       -7.333101766938935E-002,        6.530017499510721E-001,       -7.808221874896889E-007
        5.689099999999923E+000,       -3.063475924384368E-001,       -4.466202620526005E+000,        4.562323467265173E+001,        1.973086222000176E-006,        2.564695166578284E+000,        4.419120654898918E-001,        2.963123453393228E+000,        5.846500840115015E-006,       -1.676964347404579E-002,       -1.733543312184354E+000,        2.147673710554054E+001,       -6.977894711551775E-007,        5.075257878363658E-001,       -7.323490530740877E-002,        6.546719331205905E-001,       -7.759121763403059E-007
